YEAR,PLAYERID,NAMElast,NAMEfirst,TEAM,LG,AVG,OBP,SLG,EXP,PAYR,MLAVG,MLOBP,MLSLG,AVGcumLag1,OBPcumLag1,SLGcumLag1,G,YRINDEX
1970,alouje01,Alou,Jesus,HOU,NL,0.306,0.335,0.384,7,324,0.264,0.337,0.404,0.274,0.297,0.347,117,12
1965,bondwa01,Bond,Walt,HOU,NL,0.263,0.337,0.366,5,222,0.255,0.322,0.389,0.251,0.313,0.43,117,7
1990,bradlph01,Bradley,Phil,BAL->CHA,AL->AL,0.256,0.349,0.327,8,527,0.263,0.33,0.394,0.29,0.372,0.434,117,32
1980,brettge01,Brett,George,KCA,AL,0.39,0.454,0.664,7,580,0.269,0.332,0.396,0.31,0.356,0.475,117,22
1978,bucknbi01,Buckner,Bill,CHN,NL,0.323,0.345,0.419,9,476,0.262,0.329,0.387,0.288,0.319,0.386,117,20
1996,clarkwi02,Clark,Will,TEX,AL,0.284,0.377,0.436,11,551,0.276,0.347,0.438,0.302,0.379,0.497,117,38
1998,deshide01,DeShields,Delino,SLN,NL,0.29,0.371,0.429,9,507,0.271,0.341,0.43,0.268,0.352,0.368,117,40
1977,foliti01,Foli,Tim,MON->SFN,NL->NL,0.221,0.238,0.32,7,427,0.268,0.334,0.409,0.245,0.284,0.301,117,19
1976,lopesda01,Lopes,Davey,LAN,NL,0.241,0.333,0.342,4,484,0.26,0.325,0.369,0.266,0.353,0.363,117,18
1983,lynnfr01,Lynn,Fred,CAL,AL,0.272,0.352,0.483,9,494,0.266,0.33,0.398,0.301,0.378,0.506,117,25
1969,mayswi01,Mays,Willie,SFN,NL,0.283,0.362,0.437,11,567,0.258,0.332,0.387,0.302,0.378,0.57,117,11
1976,moneydo01,Money,Don,ML4,AL,0.267,0.333,0.408,8,461,0.26,0.325,0.369,0.26,0.321,0.391,117,18
1989,oneilpa01,O'Neill,Paul,CIN,NL,0.276,0.346,0.446,3,555,0.259,0.325,0.384,0.253,0.313,0.431,117,31
1978,ortajo01,Orta,Jorge,CHA,AL,0.274,0.34,0.421,7,402,0.262,0.329,0.387,0.285,0.336,0.415,117,20
1991,roberbi01,Roberts,Bip,SDN,NL,0.281,0.342,0.347,5,384,0.26,0.329,0.394,0.295,0.364,0.402,117,33
1993,sandbry01,Sandberg,Ryne,CHN,NL,0.309,0.359,0.412,12,617,0.27,0.338,0.413,0.289,0.349,0.46,117,35
1975,soderer01,Soderholm,Eric,MIN,AL,0.286,0.365,0.415,5,359,0.262,0.333,0.383,0.243,0.322,0.377,117,17
1976,stargwi01,Stargell,Willie,PIT,NL,0.257,0.339,0.458,14,451,0.26,0.325,0.369,0.284,0.361,0.533,117,18
1985,tablepa01,Tabler,Pat,CLE,AL,0.275,0.321,0.371,5,362,0.262,0.329,0.4,0.276,0.349,0.393,117,27
1974,willibi01,Williams,Billy,CHN,NL,0.28,0.382,0.453,15,618,0.261,0.329,0.377,0.297,0.364,0.505,117,16
1998,younger01,Young,Eric,LAN,NL,0.285,0.355,0.396,7,507,0.271,0.341,0.43,0.292,0.372,0.402,117,40
1969,allendi01,Allen,Dick,PHI,NL,0.288,0.375,0.573,6,521,0.258,0.332,0.387,0.302,0.38,0.551,118,11
1993,baineha01,Baines,Harold,BAL,AL,0.313,0.39,0.51,14,504,0.27,0.338,0.413,0.286,0.346,0.457,118,35
1989,dawsoan01,Dawson,Andre,CHN,NL,0.252,0.307,0.476,14,512,0.259,0.325,0.384,0.282,0.327,0.487,118,31
1978,garrra01,Garr,Ralph,CHA,AL,0.275,0.314,0.377,9,490,0.262,0.329,0.387,0.313,0.345,0.424,118,20
1962,gonzato01,Gonzalez,Tony,PHI,NL,0.302,0.371,0.494,3,481,0.268,0.337,0.412,0.275,0.338,0.444,118,4
1983,griffke01,Griffey Sr.,Ken,NYA,AL,0.306,0.355,0.437,11,422,0.266,0.33,0.398,0.304,0.37,0.434,118,25
2001,guzmacr01,Guzman,Cristian,MIN,AL,0.302,0.337,0.477,3,581,0.269,0.338,0.437,0.239,0.286,0.343,118,43
1974,harpeto01,Harper,Tommy,BOS,AL,0.237,0.312,0.318,12,506,0.261,0.329,0.377,0.259,0.341,0.387,118,16
1992,hatchbi01,Hatcher,Billy,CIN->BOS,NL->AL,0.249,0.29,0.328,8,427,0.261,0.328,0.386,0.265,0.315,0.366,118,34
1966,jonesma01,Jones,Mack,ATL,NL,0.264,0.335,0.468,5,357,0.257,0.32,0.392,0.249,0.326,0.433,118,8
2004,koskico01,Koskie,Corey,MIN,AL,0.251,0.342,0.495,6,542,0.272,0.342,0.439,0.285,0.379,0.457,118,46
1999,lawtoma02,Lawton,Matt,MIN,AL,0.259,0.353,0.355,5,495,0.277,0.351,0.445,0.266,0.372,0.434,118,41
1995,loftoke01,Lofton,Kenny,CLE,AL,0.31,0.362,0.453,5,549,0.272,0.344,0.427,0.312,0.387,0.42,118,37
1987,maldoca01,Maldonado,Candy,SFN,NL,0.292,0.346,0.509,5,352,0.268,0.337,0.425,0.243,0.291,0.401,118,29
1987,molitpa01,Molitor,Paul,ML4,AL,0.353,0.438,0.566,10,575,0.268,0.337,0.425,0.291,0.348,0.418,118,29
1980,porteda02,Porter,Darrell,KCA,AL,0.249,0.354,0.342,10,385,0.269,0.332,0.396,0.252,0.356,0.415,118,22
2001,quinnma01,Quinn,Mark,KCA,AL,0.269,0.298,0.459,3,291,0.269,0.338,0.437,0.298,0.347,0.514,118,43
2000,ramirma02,Ramirez,Manny,CLE,AL,0.351,0.457,0.697,8,548,0.276,0.351,0.448,0.307,0.399,0.576,118,42
1980,templga01,Templeton,Garry,SLN,NL,0.319,0.342,0.417,5,509,0.269,0.332,0.396,0.304,0.323,0.422,118,22
1979,trillma01,Trillo,Manny,PHI,NL,0.26,0.296,0.357,5,432,0.27,0.335,0.406,0.254,0.315,0.33,118,21
1974,williea02,Williams,Earl,BAL,AL,0.254,0.327,0.395,4,488,0.261,0.329,0.377,0.254,0.332,0.46,118,16
1975,allendi01,Allen,Dick,PHI,NL,0.233,0.327,0.385,12,521,0.262,0.333,0.383,0.299,0.385,0.554,119,17
1997,burksel01,Burks,Ellis,COL,NL,0.29,0.363,0.571,11,453,0.272,0.342,0.428,0.29,0.355,0.491,119,39
1992,cansejo01,Canseco,Jose,OAK->TEX,AL->AL,0.244,0.344,0.456,8,478,0.261,0.328,0.386,0.27,0.348,0.518,119,34
2000,coninje01,Conine,Jeff,BAL,AL,0.284,0.341,0.438,9,505,0.276,0.351,0.448,0.287,0.351,0.457,119,42
1980,cruzju01,Cruz,Julio,SEA,AL,0.209,0.306,0.258,4,438,0.269,0.332,0.396,0.251,0.338,0.294,119,22
1986,gibsoki01,Gibson,Kirk,DET,AL,0.268,0.371,0.492,7,415,0.262,0.331,0.404,0.277,0.348,0.478,119,28
2004,hallto02,Hall,Toby,TBA,AL,0.255,0.3,0.366,4,375,0.272,0.342,0.439,0.262,0.299,0.392,119,46
2002,higgibo02,Higginson,Bobby,DET,AL,0.282,0.345,0.417,8,562,0.266,0.337,0.426,0.281,0.367,0.482,119,44
1978,howear01,Howe,Art,HOU,NL,0.293,0.343,0.436,5,267,0.262,0.329,0.387,0.236,0.313,0.361,119,20
2003,jeterde01,Jeter,Derek,NYA,AL,0.324,0.393,0.45,8,688,0.269,0.339,0.432,0.317,0.389,0.463,119,45
2001,kotsama01,Kotsay,Mark,SDN,NL,0.291,0.366,0.441,5,512,0.269,0.338,0.437,0.28,0.322,0.411,119,43
1990,larkige01,Larkin,Gene,MIN,AL,0.269,0.343,0.392,4,379,0.263,0.33,0.394,0.267,0.357,0.377,119,32
2003,molinbe01,Molina,Ben,ANA,AL,0.281,0.304,0.443,5,369,0.269,0.339,0.432,0.263,0.301,0.365,119,45
1973,northji01,Northrup,Jim,DET,AL,0.307,0.366,0.465,9,473,0.262,0.331,0.387,0.266,0.332,0.433,119,15
1984,oliveal01,Oliver,Al,SFN->PHI,NL->NL,0.301,0.343,0.37,16,574,0.265,0.328,0.393,0.305,0.346,0.458,119,26
2001,owenser01,Owens,Eric,FLO,NL,0.253,0.302,0.335,6,319,0.269,0.338,0.437,0.265,0.324,0.353,119,43
1991,parrila02,Parrish,Lance,CAL,AL,0.216,0.285,0.388,14,432,0.26,0.329,0.394,0.257,0.316,0.45,119,33
1989,pettiga01,Pettis,Gary,DET,AL,0.257,0.375,0.309,7,417,0.259,0.325,0.384,0.236,0.323,0.311,119,31
2002,reesepo01,Reese,Pokey,PIT,NL,0.264,0.33,0.352,6,388,0.266,0.337,0.426,0.25,0.308,0.363,119,44
1962,schilch01,Schilling,Chuck,BOS,AL,0.23,0.286,0.327,2,432,0.268,0.337,0.412,0.259,0.34,0.327,119,4
1983,trillma01,Trillo,Manny,CLE->MON,AL->NL,0.27,0.319,0.342,9,432,0.266,0.33,0.398,0.265,0.317,0.348,119,25
2003,willibe02,Williams,Bernie,NYA,AL,0.263,0.367,0.411,13,574,0.269,0.339,0.432,0.308,0.392,0.498,119,45
1999,younger01,Young,Eric,LAN,NL,0.281,0.371,0.355,8,507,0.277,0.351,0.445,0.291,0.369,0.401,119,41
1968,alouje01,Alou,Jesus,SFN,NL,0.263,0.278,0.317,5,324,0.246,0.31,0.356,0.283,0.306,0.355,120,10
1972,beckegl01,Beckert,Glenn,CHN,NL,0.27,0.304,0.344,8,501,0.253,0.321,0.37,0.287,0.32,0.353,120,14
2001,brosisc01,Brosius,Scott,NYA,AL,0.287,0.343,0.446,11,393,0.269,0.338,0.437,0.254,0.32,0.419,120,43
1999,cairomi01,Cairo,Miguel,TBA,AL,0.295,0.335,0.368,3,323,0.277,0.351,0.445,0.264,0.307,0.359,120,41
2002,caseyse01,Casey,Sean,CIN,NL,0.261,0.334,0.362,5,558,0.266,0.337,0.426,0.311,0.382,0.49,120,44
1979,decindo01,DeCinces,Doug,BAL,AL,0.23,0.318,0.412,5,501,0.27,0.335,0.406,0.258,0.322,0.434,120,21
1985,decindo01,DeCinces,Doug,CAL,AL,0.244,0.317,0.44,11,501,0.262,0.329,0.4,0.264,0.33,0.45,120,27
2004,durhara01,Durham,Ray,SFN,NL,0.282,0.364,0.484,10,630,0.272,0.342,0.439,0.279,0.353,0.431,120,46
2003,eckstda01,Eckstein,David,ANA,AL,0.252,0.325,0.325,3,617,0.269,0.339,0.432,0.289,0.359,0.373,120,45
2001,encarju01,Encarnacion,Juan,DET,AL,0.242,0.292,0.408,4,515,0.269,0.338,0.437,0.279,0.316,0.456,120,43
1997,francju01,Franco,Julio,CLE->ML4,AL->AL,0.27,0.369,0.36,14,482,0.272,0.342,0.428,0.303,0.366,0.422,120,39
1975,freehbi01,Freehan,Bill,DET,AL,0.246,0.306,0.398,13,490,0.262,0.333,0.383,0.263,0.344,0.414,120,17
1992,grubeke01,Gruber,Kelly,TOR,AL,0.229,0.275,0.352,7,428,0.261,0.328,0.386,0.264,0.312,0.445,120,34
2004,harveke01,Harvey,Ken,KCA,AL,0.287,0.338,0.421,2,514,0.272,0.342,0.439,0.266,0.311,0.406,120,46
1970,hebneri01,Hebner,Richie,PIT,NL,0.29,0.362,0.464,2,410,0.264,0.337,0.404,0.3,0.38,0.42,120,12
1997,henderi01,Henderson,Rickey,SDN->ANA,NL->AL,0.248,0.4,0.342,19,533,0.272,0.342,0.428,0.287,0.406,0.435,120,39
1984,hendrge01,Hendrick,George,SLN,NL,0.277,0.324,0.406,14,434,0.265,0.328,0.393,0.283,0.334,0.458,120,26
1969,koscoan01,Kosco,Andy,LAN,NL,0.248,0.282,0.422,5,209,0.258,0.332,0.387,0.232,0.259,0.352,120,11
1963,kuennha01,Kuenn,Harvey,SFN,NL,0.29,0.358,0.374,5,432,0.255,0.319,0.389,0.31,0.37,0.431,120,5
1999,loftoke01,Lofton,Kenny,CLE,AL,0.301,0.405,0.432,9,549,0.277,0.351,0.445,0.311,0.382,0.428,120,41
1988,mcdowod01,McDowell,Oddibe,TEX,AL,0.247,0.311,0.355,4,450,0.259,0.324,0.387,0.251,0.325,0.428,120,30
1996,merceor01,Merced,Orlando,PIT,NL,0.287,0.357,0.457,6,377,0.276,0.347,0.438,0.282,0.366,0.422,120,38
1979,milleri01,Miller,Rick,CAL,AL,0.293,0.367,0.365,8,313,0.27,0.335,0.406,0.259,0.343,0.35,120,21
1970,moneydo01,Money,Don,PHI,NL,0.295,0.361,0.463,2,461,0.264,0.337,0.404,0.229,0.297,0.328,120,12
1993,moranmi01,Morandini,Mickey,PHI,NL,0.247,0.309,0.355,4,461,0.27,0.338,0.413,0.257,0.307,0.332,120,35
1992,nixonot01,Nixon,Otis,ATL,NL,0.294,0.348,0.346,9,358,0.261,0.328,0.386,0.246,0.32,0.29,120,34
1988,parrila01,Parrish,Larry,TEX->BOS,AL->AL,0.217,0.27,0.36,15,495,0.259,0.324,0.387,0.266,0.321,0.444,120,30
1975,perezma01,Perez,Marty,ATL,NL,0.275,0.327,0.328,5,426,0.262,0.333,0.383,0.241,0.295,0.314,120,17
1990,polonlu01,Polonia,Luis,NYA->CAL,AL->AL,0.335,0.372,0.412,4,438,0.263,0.33,0.394,0.293,0.337,0.389,120,32
2002,ramirma02,Ramirez,Manny,BOS,AL,0.349,0.45,0.647,10,548,0.266,0.337,0.426,0.312,0.406,0.594,120,44
1987,randowi01,Randolph,Willie,NYA,AL,0.305,0.411,0.414,13,520,0.268,0.337,0.425,0.274,0.373,0.355,120,29
1975,rojasco01,Rojas,Cookie,KCA,AL,0.254,0.304,0.323,14,424,0.262,0.333,0.383,0.265,0.307,0.34,120,17
1973,rudijo01,Rudi,Joe,OAK,AL,0.27,0.315,0.414,6,401,0.262,0.331,0.387,0.271,0.311,0.411,120,15
1978,scottge02,Scott,George,BOS,AL,0.233,0.305,0.379,13,589,0.262,0.329,0.387,0.271,0.335,0.441,120,20
1993,seitzke01,Seitzer,Kevin,OAK->ML4,AL->AL,0.269,0.338,0.396,8,502,0.27,0.338,0.413,0.29,0.373,0.39,120,35
1972,sizemte01,Sizemore,Ted,SLN,NL,0.264,0.324,0.335,4,462,0.253,0.321,0.37,0.277,0.335,0.341,120,14
1963,spangal01,Spangler,Al,HOU,NL,0.281,0.355,0.386,4,216,0.255,0.319,0.389,0.282,0.392,0.37,120,5
1986,thornan01,Thornton,Andre,CLE,AL,0.229,0.333,0.392,12,483,0.262,0.331,0.404,0.258,0.365,0.462,120,28
1960,virdobi01,Virdon,Bill,PIT,NL,0.264,0.326,0.406,2,501,0.265,0.335,0.407,0.254,0.327,0.355,120,2
1984,washicl01,Washington,Claudell,ATL,NL,0.286,0.374,0.469,11,432,0.265,0.328,0.393,0.279,0.321,0.413,120,26
1964,aloufe01,Alou,Felipe,ML1,NL,0.253,0.306,0.395,6,480,0.261,0.324,0.396,0.289,0.328,0.472,121,6
1969,andremi01,Andrews,Mike,BOS,AL,0.293,0.39,0.455,3,516,0.258,0.332,0.387,0.265,0.355,0.35,121,11
1971,caterda01,Cater,Danny,NYA,AL,0.276,0.308,0.364,8,397,0.259,0.328,0.382,0.279,0.321,0.378,121,13
1972,chambch01,Chambliss,Chris,CLE,AL,0.292,0.327,0.397,2,487,0.253,0.321,0.37,0.275,0.341,0.407,121,14
1993,dawsoan01,Dawson,Andre,BOS,AL,0.273,0.313,0.425,18,512,0.27,0.338,0.413,0.282,0.326,0.487,121,35
1985,dernibo01,Dernier,Bob,CHN,NL,0.254,0.315,0.316,4,340,0.262,0.329,0.4,0.263,0.333,0.337,121,27
1974,foliti01,Foli,Tim,MON,NL,0.254,0.3,0.29,4,427,0.261,0.329,0.377,0.238,0.28,0.281,121,16
1979,fostege01,Foster,George,CIN,NL,0.302,0.386,0.561,9,488,0.27,0.335,0.406,0.285,0.347,0.51,121,21
1989,gladdda01,Gladden,Dan,MIN,AL,0.295,0.331,0.41,7,447,0.259,0.325,0.384,0.272,0.335,0.38,121,31
1968,gonzato01,Gonzalez,Tony,PHI,NL,0.264,0.335,0.337,9,481,0.246,0.31,0.356,0.297,0.359,0.443,121,10
2003,grudzma01,Grudzielanek,Mark,CHN,NL,0.314,0.366,0.416,9,546,0.269,0.339,0.432,0.282,0.324,0.384,121,45
1999,henderi01,Henderson,Rickey,NYN,NL,0.315,0.423,0.466,21,533,0.277,0.351,0.445,0.283,0.404,0.426,121,41
1962,hoakdo01,Hoak,Don,PIT,NL,0.241,0.32,0.35,4,456,0.268,0.337,0.412,0.291,0.375,0.431,121,4
1996,joynewa01,Joyner,Wally,SDN,NL,0.277,0.377,0.404,11,506,0.276,0.347,0.438,0.29,0.359,0.447,121,38
2001,karroer01,Karros,Eric,LAN,NL,0.235,0.303,0.388,10,546,0.269,0.338,0.437,0.27,0.328,0.468,121,43
1985,lacyle01,Lacy,Lee,BAL,AL,0.293,0.343,0.409,14,310,0.262,0.329,0.4,0.289,0.341,0.414,121,27
1971,moneydo01,Money,Don,PHI,NL,0.223,0.276,0.358,3,461,0.259,0.328,0.382,0.262,0.329,0.395,121,13
1974,nelsoda01,Nelson,Dave,TEX,AL,0.236,0.291,0.287,7,283,0.261,0.329,0.377,0.25,0.311,0.32,121,16
1976,oliveal01,Oliver,Al,PIT,NL,0.323,0.363,0.476,8,574,0.26,0.325,0.369,0.292,0.33,0.448,121,18
1990,pendlte01,Pendleton,Terry,SLN,NL,0.23,0.277,0.324,7,507,0.263,0.33,0.394,0.263,0.312,0.361,121,32
1961,piersji01,Piersall,Jim,CLE,AL,0.322,0.378,0.442,3,303,0.268,0.34,0.418,0.268,0.309,0.396,121,3
1999,seguida01,Segui,David,SEA->TOR,AL->AL,0.298,0.355,0.468,10,362,0.277,0.351,0.445,0.284,0.351,0.43,121,41
1975,tovarce01,Tovar,Cesar,TEX->OAK,AL->AL,0.256,0.306,0.313,10,555,0.262,0.333,0.383,0.281,0.339,0.376,121,17
1989,trammal01,Trammell,Alan,DET,AL,0.243,0.314,0.334,12,487,0.259,0.325,0.384,0.29,0.356,0.424,121,31
2004,whitero02,White,Rondell,DET,AL,0.27,0.337,0.453,12,414,0.272,0.342,0.439,0.288,0.343,0.473,121,46
1966,adairje01,Adair,Jerry,BAL->CHA,AL->AL,0.249,0.282,0.332,6,425,0.257,0.32,0.392,0.259,0.297,0.369,122,8
1967,allendi01,Allen,Dick,PHI,NL,0.307,0.404,0.566,4,521,0.251,0.317,0.373,0.312,0.382,0.556,122,9
1970,allendi01,Allen,Dick,SLN,NL,0.279,0.377,0.56,7,521,0.264,0.337,0.404,0.3,0.38,0.554,122,12
1971,alouje01,Alou,Jesus,HOU,NL,0.279,0.305,0.36,8,324,0.259,0.328,0.382,0.279,0.303,0.352,122,13
1962,bollifr01,Bolling,Frank,ML1,NL,0.271,0.333,0.399,4,495,0.268,0.337,0.412,0.26,0.325,0.378,122,4
1973,bowala01,Bowa,Larry,PHI,NL,0.211,0.252,0.249,4,560,0.262,0.331,0.387,0.25,0.288,0.305,122,15
1976,braunst01,Braun,Steve,MIN,AL,0.288,0.384,0.353,6,285,0.26,0.325,0.369,0.283,0.374,0.387,122,18
1977,bucknbi01,Buckner,Bill,CHN,NL,0.284,0.314,0.425,8,476,0.268,0.334,0.409,0.289,0.319,0.38,122,19
1971,bufordo01,Buford,Don,BAL,AL,0.29,0.413,0.477,8,589,0.259,0.328,0.382,0.268,0.359,0.38,122,13
1985,cowenal01,Cowens,Al,SEA,AL,0.265,0.31,0.451,12,462,0.262,0.329,0.4,0.272,0.322,0.401,122,27
2001,daubabr01,Daubach,Brian,BOS,AL,0.263,0.35,0.509,3,378,0.269,0.338,0.437,0.267,0.334,0.494,122,43
1979,edwarmi01,Edwards,Mike,OAK,AL,0.233,0.263,0.28,2,306,0.27,0.335,0.406,0.269,0.301,0.324,122,21
2000,fletcda01,Fletcher,Darrin,TOR,AL,0.32,0.355,0.514,10,355,0.276,0.351,0.448,0.269,0.322,0.423,122,42
1996,gantro01,Gant,Ron,SLN,NL,0.246,0.359,0.504,9,457,0.276,0.347,0.438,0.263,0.334,0.476,122,38
1986,garcida01,Garcia,Damaso,TOR,AL,0.281,0.306,0.375,8,410,0.262,0.331,0.404,0.287,0.312,0.374,122,28
1993,gwynnto01,Gwynn,Tony,SDN,NL,0.358,0.398,0.497,12,509,0.27,0.338,0.413,0.327,0.381,0.433,122,35
2002,hairsje02,Hairston,Jerry,BAL,AL,0.268,0.329,0.376,4,341,0.266,0.337,0.426,0.243,0.316,0.36,122,44
2002,haltesh01,Halter,Shane,DET,AL,0.239,0.309,0.395,6,260,0.266,0.337,0.426,0.265,0.318,0.401,122,44
1967,hortowi01,Horton,Willie,DET,AL,0.274,0.338,0.481,4,473,0.251,0.317,0.373,0.263,0.326,0.472,122,9
2001,jacksda04,Jackson,Damian,SDN,NL,0.241,0.316,0.343,4,293,0.269,0.338,0.437,0.243,0.335,0.373,122,43
1991,jacobbr01,Jacoby,Brook,CLE->OAK,AL->AL,0.224,0.274,0.308,8,557,0.26,0.329,0.394,0.276,0.341,0.422,122,33
1974,kellypa01,Kelly,Pat,CHA,AL,0.281,0.354,0.361,6,383,0.261,0.329,0.377,0.261,0.353,0.355,122,16
1999,lankfra01,Lankford,Ray,SLN,NL,0.306,0.38,0.493,10,476,0.277,0.351,0.445,0.275,0.365,0.479,122,41
1997,loftoke01,Lofton,Kenny,ATL,NL,0.333,0.409,0.428,7,549,0.272,0.342,0.428,0.313,0.379,0.431,122,39
1978,madlobi01,Madlock,Bill,SFN,NL,0.309,0.378,0.481,6,489,0.262,0.329,0.387,0.328,0.388,0.464,122,20
1972,mcauldi01,McAuliffe,Dick,DET,AL,0.24,0.339,0.353,12,475,0.253,0.321,0.37,0.248,0.344,0.41,122,14
1978,mcbriba01,McBride,Bake,PHI,NL,0.269,0.315,0.392,6,380,0.262,0.329,0.387,0.312,0.366,0.432,122,20
1966,morgajo02,Morgan,Joe,HOU,NL,0.285,0.41,0.391,3,537,0.257,0.32,0.392,0.265,0.369,0.401,122,8
1990,mosebll01,Moseby,Lloyd,DET,AL,0.248,0.329,0.406,11,545,0.263,0.33,0.394,0.257,0.333,0.415,122,32
2003,polanpl01,Polanco,Placido,PHI,NL,0.289,0.352,0.447,6,425,0.269,0.339,0.432,0.296,0.333,0.39,122,45
1997,steinte01,Steinbach,Terry,MIN,AL,0.248,0.302,0.394,11,452,0.272,0.342,0.428,0.275,0.328,0.426,122,39
2000,velarra01,Velarde,Randy,OAK,AL,0.278,0.354,0.4,13,318,0.276,0.351,0.448,0.277,0.353,0.41,122,42
1968,versazo01,Versalles,Zoilo,LAN,NL,0.196,0.244,0.266,10,461,0.246,0.31,0.356,0.25,0.296,0.383,122,10
1988,whitede03,White,Devon,CAL,AL,0.259,0.297,0.389,3,501,0.259,0.324,0.387,0.26,0.307,0.433,122,30
1985,yountro01,Yount,Robin,ML4,AL,0.277,0.342,0.442,12,607,0.262,0.329,0.4,0.286,0.331,0.427,122,27
1969,aloufe01,Alou,Felipe,ATL,NL,0.282,0.319,0.345,11,480,0.258,0.332,0.387,0.294,0.336,0.463,123,11
1977,beniqju01,Beniquez,Juan,TEX,AL,0.269,0.336,0.413,6,298,0.268,0.334,0.409,0.267,0.322,0.342,123,19
1983,brettge01,Brett,George,KCA,AL,0.31,0.385,0.563,10,580,0.266,0.33,0.398,0.316,0.369,0.497,123,25
1969,carewro01,Carew,Rod,MIN,AL,0.332,0.386,0.467,3,549,0.258,0.332,0.387,0.283,0.328,0.379,123,11
1993,deshide01,DeShields,Delino,MON,NL,0.295,0.389,0.372,4,507,0.27,0.338,0.413,0.272,0.36,0.373,123,35
1990,evansdw01,Evans,Dwight,BOS,AL,0.249,0.349,0.391,19,526,0.263,0.33,0.394,0.273,0.37,0.477,123,32
1999,evereca01,Everett,Carl,HOU,NL,0.325,0.398,0.571,6,408,0.277,0.351,0.445,0.261,0.332,0.422,123,41
2000,gantro01,Gant,Ron,PHI->ANA,NL->AL,0.249,0.335,0.492,13,457,0.276,0.351,0.448,0.257,0.336,0.467,123,42
1999,grudzma01,Grudzielanek,Mark,LAN,NL,0.326,0.376,0.436,5,546,0.277,0.351,0.445,0.279,0.317,0.373,123,41
1991,harpebr01,Harper,Brian,MIN,AL,0.311,0.336,0.447,9,259,0.26,0.329,0.394,0.286,0.317,0.417,123,33
2000,henderi01,Henderson,Rickey,NYN->SEA,NL->AL,0.233,0.368,0.305,22,533,0.276,0.351,0.448,0.284,0.405,0.428,123,42
1963,howarfr01,Howard,Frank,LAN,NL,0.273,0.33,0.518,4,523,0.255,0.319,0.389,0.283,0.335,0.513,123,5
2004,ibanera01,Ibanez,Raul,SEA,AL,0.304,0.353,0.472,7,367,0.272,0.342,0.439,0.278,0.334,0.464,123,46
1976,kingmda01,Kingman,Dave,NYN,NL,0.238,0.286,0.506,6,463,0.26,0.325,0.369,0.226,0.299,0.476,123,18
1991,larkiba01,Larkin,Barry,CIN,NL,0.302,0.378,0.506,6,474,0.26,0.329,0.394,0.293,0.344,0.408,123,33
1997,lopezja01,Lopez,Javy,ATL,NL,0.295,0.361,0.534,4,455,0.272,0.342,0.428,0.286,0.325,0.469,123,39
1965,mayele01,Maye,Lee,ML1->HOU,NL->NL,0.256,0.291,0.359,7,336,0.255,0.322,0.389,0.279,0.331,0.422,123,7
1978,meyerda01,Meyer,Dan,SEA,AL,0.227,0.264,0.327,4,363,0.262,0.329,0.387,0.254,0.297,0.382,123,20
1989,morelke01,Moreland,Keith,DET->BAL,AL->AL,0.278,0.33,0.367,10,506,0.259,0.325,0.384,0.279,0.336,0.416,123,31
1983,morgajo02,Morgan,Joe,PHI,NL,0.23,0.37,0.403,20,537,0.266,0.33,0.398,0.274,0.395,0.431,123,25
1977,parrila01,Parrish,Larry,MON,NL,0.246,0.314,0.386,4,495,0.268,0.334,0.409,0.25,0.299,0.379,123,19
1988,parrila02,Parrish,Lance,PHI,NL,0.215,0.293,0.37,11,432,0.259,0.324,0.387,0.261,0.316,0.463,123,30
1968,petrori01,Petrocelli,Rico,BOS,AL,0.234,0.292,0.374,4,511,0.246,0.31,0.356,0.244,0.311,0.404,123,10
1979,simmote01,Simmons,Ted,SLN,NL,0.283,0.369,0.507,10,509,0.27,0.335,0.406,0.298,0.364,0.449,123,21
1990,snydeco02,Snyder,Cory,CLE,AL,0.233,0.268,0.404,5,436,0.263,0.33,0.394,0.247,0.287,0.449,123,32
2000,stevele01,Stevens,Lee,MON,NL,0.265,0.337,0.481,8,372,0.276,0.351,0.448,0.263,0.319,0.453,123,42
1992,tartada01,Tartabull,Danny,NYA,AL,0.266,0.409,0.489,8,449,0.261,0.328,0.386,0.287,0.372,0.514,123,34
1998,thomeji01,Thome,Jim,CLE,AL,0.293,0.413,0.584,8,503,0.271,0.341,0.43,0.288,0.408,0.541,123,40
1985,thompja01,Thompson,Jason,PIT,NL,0.241,0.369,0.378,10,516,0.262,0.329,0.4,0.264,0.365,0.446,123,27
2001,wilsopr01,Wilson,Preston,FLO,NL,0.274,0.331,0.494,4,464,0.269,0.338,0.437,0.266,0.336,0.482,123,43
1971,wynnji01,Wynn,Jimmy,HOU,NL,0.203,0.302,0.295,9,532,0.259,0.328,0.382,0.263,0.366,0.464,123,13
2001,alfoned01,Alfonzo,Edgardo,NYN,NL,0.243,0.322,0.403,7,558,0.269,0.338,0.437,0.296,0.37,0.45,124,43
1964,altmage01,Altman,George,NYN,NL,0.23,0.262,0.332,6,378,0.261,0.324,0.396,0.285,0.349,0.468,124,6
1968,asprobo01,Aspromonte,Bob,HOU,NL,0.225,0.285,0.264,9,397,0.246,0.31,0.356,0.26,0.314,0.352,124,10
1986,brettge01,Brett,George,KCA,AL,0.29,0.401,0.481,13,580,0.262,0.331,0.404,0.316,0.375,0.507,124,28
